juz,no_ayat,sent,tag,pos,sentence #
3,194,"['Ya', 'Tuhan', 'kami', 'berilah', 'kami', 'apa', 'yang', 'telah', 'Engkau', 'janjikan', 'kepada', 'kami', 'dengan', 'perantaraan', 'rasul-rasul', 'Engkau', 'Dan', 'janganlah', 'Engkau', 'hinakan', 'kami', 'di', 'hari', 'kiamat', 'Sesungguhnya', 'Engkau', 'tidak', 'menyalahi', 'janji']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'NNP', 'PRP', 'VB', 'PRP', 'WH', 'SC', 'MD', 'VB', 'VB', 'IN', 'PRP', 'IN', 'NN', 'VB', 'NNP', 'NNP', 'NNP', 'NNP', 'VB', 'PRP', 'IN', 'NN', 'NN', 'NNP', 'NNP', 'NEG', 'VB', 'NN']",487
4,121,"['Mereka', 'itu', 'tempatnya', 'Jahannam', 'dan', 'mereka', 'tidak', 'memperoleh', 'tempat', 'lari', 'dari', 'padanya']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['PRP', 'PR', 'RB', 'NNP', 'CC', 'PRP', 'NEG', 'VB', 'NN', 'VB', 'IN', 'RB']",614
6,98,"['Dan', 'Dialah', 'yang', 'menciptakan', 'kamu', 'dari', 'seorang', 'diri', 'maka', 'bagimu', 'ada', 'tempat', 'tetap', 'dan', 'tempat', 'simpanan', 'Sesungguhnya', 'telah', 'Kami', 'jelaskan', 'tanda-tanda', 'kebesaran', 'Kami', 'kepada', 'orang-orang', 'yang', 'mengetahui']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['CC', 'NNP', 'SC', 'VB', 'NN', 'IN', 'NND', 'NN', 'SC', 'VB', 'VB', 'NN', 'RB', 'CC', 'NN', 'NN', 'RB', 'MD', 'PRP', 'VB', 'NN', 'NN', 'PRP', 'IN', 'NN', 'SC', 'VB']",887
4,110,"['Dan', 'barangsiapa', 'yang', 'mengerjakan', 'kejahatan', 'dan', 'menganiaya', 'dirinya', 'kemudian', 'ia', 'mohon', 'ampun', 'kepada', 'Allah', 'niscaya', 'ia', 'mendapati', 'Allah', 'Maha', 'Pengampun', 'lagi', 'Maha', 'Penyayang']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'WH', 'SC', 'VB', 'NN', 'CC', 'NN', 'NN', 'CC', 'PRP', 'NEG', 'VB', 'IN', 'NNP', 'VB', 'PRP', 'VB', 'NNP', 'NNP', 'NNP', 'RB', 'NNP', 'NNP']",603
2,167,"['Dan', 'berkatalah', 'orang-orang', 'yang', 'mengikuti', 'Seandainya', 'kami', 'dapat', 'kembali', 'ke', 'dunia', 'pasti', 'kami', 'akan', 'berlepas', 'diri', 'dari', 'mereka', 'sebagaimana', 'mereka', 'berlepas', 'diri', 'dari', 'kami', 'Demikianlah', 'Allah', 'memperlihatkan', 'kepada', 'mereka', 'amal', 'perbuatannya', 'menjadi', 'sesalan', 'bagi', 'mereka', 'dan', 'sekali-kali', 'mereka', 'tidak', 'akan', 'keluar', 'dari', 'api', 'neraka']","['O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'NN', 'NN', 'SC', 'VB', 'NN', 'PRP', 'MD', 'VB', 'IN', 'NN', 'RB', 'PRP', 'MD', 'VB', 'NN', 'IN', 'PRP', 'SC', 'PRP', 'VB', 'NN', 'IN', 'PRP', 'NNP', 'NNP', 'VB', 'IN', 'PRP', 'JJ', 'RB', 'VB', 'NN', 'IN', 'PRP', 'CC', 'VB', 'PRP', 'NEG', 'MD', 'VB', 'IN', 'NN', 'SC']",174
4,88,"['Maka', 'mengapa', 'kamu', 'terpecah', 'menjadi', 'dua', 'golongan', 'dalam', 'menghadapi', 'orang-orang', 'munafik', 'padahal', 'Allah', 'telah', 'membalikkan', 'mereka', 'kepada', 'kekafiran', 'disebabkan', 'usaha', 'mereka', 'sendiri', 'Apakah', 'kamu', 'bermaksud', 'memberi', 'petunjuk', 'kepada', 'orang-orang', 'yang', 'telah', 'disesatkan', 'Allah', 'Barangsiapa', 'yang', 'disesatkan', 'Allah', 'sekali-kali', 'kamu', 'tidak', 'mendapatkan', 'jalan', 'untuk', 'memberi', 'petunjuk', 'kepadanya']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['SC', 'WH', 'NN', 'NN', 'VB', 'CD', 'NN', 'IN', 'VB', 'NN', 'JJ', 'CC', 'NNP', 'MD', 'VB', 'PRP', 'IN', 'NN', 'VB', 'NN', 'PRP', 'NN', 'NNP', 'NNP', 'VB', 'VB', 'VB', 'IN', 'NN', 'SC', 'MD', 'VB', 'NNP', 'NNP', 'SC', 'VB', 'NNP', 'VB', 'NN', 'NEG', 'VB', 'NN', 'SC', 'VB', 'NN', 'RB']",581
5,81,"['Sekiranya', 'mereka', 'beriman', 'kepada', 'Allah', 'kepada', 'Nabi', 'Musa', 'dan', 'kepada', 'apa', 'yang', 'diturunkan', 'kepadanya', 'Nabi', 'niscaya', 'mereka', 'tidak', 'akan', 'mengambil', 'orang-orang', 'musyrikin', 'itu', 'menjadi', 'penolong-penolong', 'tapi', 'kebanyakan', 'dari', 'mereka', 'adalah', 'orang-orang', 'yang', 'fasik']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['RB', 'PRP', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'CC', 'IN', 'WH', 'SC', 'VB', 'NN', 'NNP', 'VB', 'PRP', 'NEG', 'MD', 'VB', 'NN', 'JJ', 'PR', 'VB', 'NN', 'CC', 'VB', 'IN', 'PRP', 'VB', 'NN', 'SC', 'JJ']",750
2,283,"['Jika', 'kamu', 'dalam', 'perjalanan', 'dan', 'bermuamalah', 'tidak', 'secara', 'tunai', 'sedang', 'kamu', 'tidak', 'memperoleh', 'seorang', 'penulis', 'maka', 'hendaklah', 'ada', 'barang', 'tanggungan', 'yang', 'dipegang', 'oleh', 'yang', 'berpiutang', 'Akan', 'tetapi', 'jika', 'sebagian', 'kamu', 'mempercayai', 'sebagian', 'yang', 'lain', 'maka', 'hendaklah', 'yang', 'dipercayai', 'itu', 'menunaikan', 'amanatnya', 'hutangnya', 'dan', 'hendaklah', 'ia', 'bertakwa', 'kepada', 'Allah', 'Tuhannya', 'dan', 'janganlah', 'kamu', 'para', 'saksi', 'menyembunyikan', 'persaksian', 'Dan', 'barangsiapa', 'yang', 'menyembunyikannya', 'maka', 'sesungguhnya', 'ia', 'adalah', 'orang', 'yang', 'berdosa', 'hatinya', 'dan', 'Allah', 'Maha', 'Mengetahui', 'apa', 'yang', 'kamu', 'kerjakan']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['SC', 'VB', 'IN', 'NN', 'CC', 'NN', 'NEG', 'IN', 'JJ', 'MD', 'VB', 'NEG', 'VB', 'NND', 'NN', 'SC', 'MD', 'VB', 'NN', 'NN', 'SC', 'VB', 'IN', 'SC', 'VB', 'NN', 'CC', 'SC', 'CD', 'NN', 'VB', 'CD', 'SC', 'JJ', 'SC', 'VB', 'SC', 'VB', 'PR', 'VB', 'RB', 'JJ', 'CC', 'NN', 'PRP', 'VB', 'IN', 'NNP', 'NNP', 'CC', 'NN', 'NN', 'DT', 'NN', 'VB', 'NN', 'NNP', 'WH', 'SC', 'RB', 'SC', 'RB', 'PRP', 'VB', 'NN', 'SC', 'VB', 'NN', 'CC', 'NNP', 'NNP', 'NNP', 'WH', 'SC', 'VB', 'VB']",290
2,92,"['Sesungguhnya', 'Musa', 'telah', 'datang', 'kepadamu', 'membawa', 'bukti-bukti', 'kebenaran', 'mukjizat', 'kemudian', 'kamu', 'jadikan', 'anak', 'sapi', 'sebagai', 'sembahan', 'sesudah', 'kepergiannya', 'dan', 'sebenarnya', 'kamu', 'adalah', 'orang-orang', 'yang', 'zalim']","['O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER']","['NNP', 'NNP', 'MD', 'VB', 'NN', 'VB', 'NN', 'NN', 'NN', 'CC', 'NN', 'VB', 'NN', 'VB', 'IN', 'NN', 'SC', 'RB', 'CC', 'RB', 'VB', 'VB', 'NN', 'SC', 'NN']",99
4,125,"['Dan', 'siapakah', 'yang', 'lebih', 'baik', 'agamanya', 'dari', 'pada', 'orang', 'yang', 'ikhlas', 'menyerahkan', 'dirinya', 'kepada', 'Allah', 'sedang', 'diapun', 'mengerjakan', 'kebaikan', 'dan', 'ia', 'mengikuti', 'agama', 'Ibrahim', 'yang', 'lurus', 'Dan', 'Allah', 'mengambil', 'Ibrahim', 'menjadi', 'kesayangan-Nya']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'NN', 'SC', 'RB', 'JJ', 'RB', 'IN', 'IN', 'NN', 'SC', 'VB', 'VB', 'RB', 'IN', 'NNP', 'MD', 'VB', 'VB', 'NN', 'CC', 'PRP', 'VB', 'NN', 'NNP', 'SC', 'VB', 'NNP', 'NNP', 'VB', 'NNP', 'VB', 'NN']",618
4,52,"['Mereka', 'itulah', 'orang', 'yang', 'dikutuki', 'Allah', 'Barangsiapa', 'yang', 'dikutuki', 'Allah', 'niscaya', 'kamu', 'sekali-kali', 'tidak', 'akan', 'memperoleh', 'penolong', 'baginya']","['O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['PRP', 'VB', 'NN', 'SC', 'VB', 'NNP', 'NNP', 'SC', 'VB', 'NN', 'NN', 'NN', 'RB', 'NEG', 'MD', 'VB', 'VB', 'RB']",545
2,98,"['Barang', 'siapa', 'yang', 'menjadi', 'musuh', 'Allah', 'malaikat-malaikat-Nya', 'rasul-rasul-Nya', 'Jibril', 'dan', 'Mikail', 'maka', 'sesungguhnya', 'Allah', 'adalah', 'musuh', 'orang-orang', 'kafir']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER']","['NN', 'WH', 'SC', 'VB', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'SC', 'RB', 'NNP', 'VB', 'NN', 'NN', 'NN']",105
6,57,"['Katakanlah', 'Sesungguhnya', 'aku', 'berada', 'di', 'atas', 'hujjah', 'yang', 'nyata', 'Al', 'Quran', 'dari', 'Tuhanku', 'sedang', 'kamu', 'mendustakannya', 'Tidak', 'ada', 'padaku', 'apa', 'azab', 'yang', 'kamu', 'minta', 'supaya', 'disegerakan', 'kedatangannya', 'Menetapkan', 'hukum', 'itu', 'hanyalah', 'hak', 'Allah', 'Dia', 'menerangkan', 'yang', 'sebenarnya', 'dan', 'Dia', 'Pemberi', 'keputusan', 'yang', 'paling', 'baik']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'NNP', 'VB', 'VB', 'IN', 'NN', 'NN', 'SC', 'JJ', 'NNP', 'NNP', 'IN', 'NNP', 'MD', 'VB', 'RB', 'NEG', 'VB', 'NN', 'WH', 'NN', 'SC', 'VB', 'VB', 'SC', 'VB', 'RB', 'VB', 'NN', 'PR', 'VB', 'NN', 'NNP', 'NNP', 'VB', 'SC', 'RB', 'CC', 'NNP', 'NNP', 'NN', 'SC', 'RB', 'JJ']",846
4,95,"['Tidaklah', 'sama', 'antara', 'mukmin', 'yang', 'duduk', 'yang', 'tidak', 'ikut', 'berperang', 'yang', 'tidak', 'mempunyai', 'uzur', 'dengan', 'orang-orang', 'yang', 'berjihad', 'di', 'jalan', 'Allah', 'dengan', 'harta', 'mereka', 'dan', 'jiwanya', 'Allah', 'melebihkan', 'orang-orang', 'yang', 'berjihad', 'dengan', 'harta', 'dan', 'jiwanya', 'atas', 'orang-orang', 'yang', 'duduk', 'satu', 'derajat', 'Kepada', 'masing-masing', 'mereka', 'Allah', 'menjanjikan', 'pahala', 'yang', 'baik', 'surga', 'dan', 'Allah', 'melebihkan', 'orang-orang', 'yang', 'berjihad', 'atas', 'orang', 'yang', 'duduk', 'dengan', 'pahala', 'yang', 'besar']","['O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+I-PER', 'O+I-PER', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'JJ', 'IN', 'NN', 'SC', 'VB', 'SC', 'NEG', 'VB', 'NN', 'SC', 'NEG', 'VB', 'NN', 'IN', 'NN', 'SC', 'VB', 'IN', 'NN', 'NNP', 'IN', 'NN', 'PRP', 'CC', 'NN', 'NNP', 'VB', 'NN', 'SC', 'VB', 'IN', 'NN', 'CC', 'RB', 'IN', 'NN', 'SC', 'VB', 'CD', 'NN', 'IN', 'CD', 'PRP', 'NNP', 'VB', 'NN', 'SC', 'JJ', 'NN', 'CC', 'NNP', 'VB', 'NN', 'SC', 'VB', 'IN', 'NN', 'SC', 'VB', 'IN', 'NN', 'SC', 'JJ']",588
2,171,"['Dan', 'perumpamaan', 'orang-orang', 'yang', 'menyeru', 'orang-orang', 'kafir', 'adalah', 'seperti', 'penggembala', 'yang', 'memanggil', 'binatang', 'yang', 'tidak', 'mendengar', 'selain', 'panggilan', 'dan', 'seruan', 'saja', 'Mereka', 'tuli', 'bisu', 'dan', 'buta', 'maka', 'oleh', 'sebab', 'itu', 'mereka', 'tidak', 'mengerti']","['O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'NN', 'NN', 'SC', 'VB', 'NN', 'NN', 'VB', 'IN', 'NN', 'SC', 'VB', 'NN', 'SC', 'NEG', 'VB', 'IN', 'NN', 'CC', 'NN', 'RB', 'PRP', 'VB', 'NN', 'CC', 'NN', 'SC', 'IN', 'SC', 'PR', 'PRP', 'NEG', 'VB']",178
2,125,"['Dan', 'ingatlah', 'ketika', 'Kami', 'menjadikan', 'rumah', 'itu', 'Baitullah', 'tempat', 'berkumpul', 'bagi', 'manusia', 'dan', 'tempat', 'yang', 'aman', 'Dan', 'jadikanlah', 'sebahagian', 'maqam', 'Ibrahim', 'tempat', 'shalat', 'Dan', 'telah', 'Kami', 'perintahkan', 'kepada', 'Ibrahim', 'dan', 'Ismail', 'Bersihkanlah', 'rumah-Ku', 'untuk', 'orang-orang', 'yang', 'thawaf', 'yang', 'itikaf', 'yang', 'ruku', 'dan', 'yang', 'sujud']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['CC', 'NN', 'SC', 'PRP', 'VB', 'NN', 'PR', 'NN', 'NN', 'VB', 'IN', 'NN', 'CC', 'NN', 'SC', 'JJ', 'CC', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NNP', 'MD', 'PRP', 'VB', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'VB', 'IN', 'NN', 'SC', 'NN', 'SC', 'NN', 'SC', 'NN', 'CC', 'SC', 'VB']",132
5,109,"['Ingatlah', 'hari', 'di', 'waktu', 'Allah', 'mengumpulkan', 'para', 'rasul', 'lalu', 'Allah', 'bertanya', 'kepada', 'mereka', 'Apa', 'jawaban', 'kaummu', 'terhadap', 'seruanmu', 'Para', 'rasul', 'menjawab', 'Tidak', 'ada', 'pengetahuan', 'kami', 'tentang', 'itu', 'sesungguhnya', 'Engkau-lah', 'yang', 'mengetahui', 'perkara', 'yang', 'ghaib']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'NN', 'IN', 'NN', 'NNP', 'VB', 'DT', 'NN', 'CC', 'NNP', 'VB', 'IN', 'PRP', 'WH', 'NN', 'VB', 'IN', 'NN', 'NNP', 'VB', 'VB', 'NEG', 'VB', 'NN', 'PRP', 'IN', 'PR', 'RB', 'NNP', 'SC', 'VB', 'NN', 'SC', 'JJ']",778
3,186,"['Kamu', 'sungguh-sungguh', 'akan', 'diuji', 'terhadap', 'hartamu', 'dan', 'dirimu', 'Dan', 'juga', 'kamu', 'sungguh-sungguh', 'akan', 'mendengar', 'dari', 'orang-orang', 'yang', 'diberi', 'kitab', 'sebelum', 'kamu', 'dan', 'dari', 'orang-orang', 'yang', 'mempersekutukan', 'Allah', 'gangguan', 'yang', 'banyak', 'yang', 'menyakitkan', 'hati', 'Jika', 'kamu', 'bersabar', 'dan', 'bertakwa', 'maka', 'sesungguhnya', 'yang', 'demikian', 'itu', 'termasuk', 'urusan', 'yang', 'patut', 'diutamakan']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NNP', 'RB', 'MD', 'VB', 'IN', 'NN', 'CC', 'VB', 'NNP', 'RB', 'VB', 'RB', 'MD', 'VB', 'IN', 'NN', 'SC', 'VB', 'NN', 'SC', 'NN', 'CC', 'IN', 'NN', 'SC', 'VB', 'NN', 'NN', 'SC', 'CD', 'SC', 'VB', 'NN', 'SC', 'VB', 'NN', 'CC', 'NN', 'SC', 'RB', 'SC', 'PR', 'PR', 'VB', 'NN', 'SC', 'JJ', 'VB']",479
2,12,"['Ingatlah', 'sesungguhnya', 'mereka', 'itulah', 'orang-orang', 'yang', 'membuat', 'kerusakan', 'tetapi', 'mereka', 'tidak', 'sadar']","['O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+I-PER', 'O+I-PER', 'O+I-PER', 'O+I-PER']","['NN', 'RB', 'PRP', 'VB', 'NN', 'SC', 'VB', 'NN', 'CC', 'PRP', 'NEG', 'VB']",19
3,179,"['Allah', 'sekali-kali', 'tidak', 'akan', 'membiarkan', 'orang-orang', 'yang', 'beriman', 'dalam', 'keadaan', 'kamu', 'sekarang', 'ini', 'sehingga', 'Dia', 'menyisihkan', 'yang', 'buruk', 'munafik', 'dari', 'yang', 'baik', 'mukmin', 'Dan', 'Allah', 'sekali-kali', 'tidak', 'akan', 'memperlihatkan', 'kepada', 'kamu', 'hal-hal', 'yang', 'ghaib', 'akan', 'tetapi', 'Allah', 'memilih', 'siapa', 'yang', 'dikehendaki-Nya', 'di', 'antara', 'rasul-rasul-Nya', 'Karena', 'itu', 'berimanlah', 'kepada', 'Allah', 'dan', 'rasul-rasul-Nya', 'dan', 'jika', 'kamu', 'beriman', 'dan', 'bertakwa', 'maka', 'bagimu', 'pahala', 'yang', 'besar']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'B-PER+B-PER', 'I-PER+I-PER', 'I-PER+I-PER', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'RB', 'NEG', 'MD', 'VB', 'NN', 'SC', 'NN', 'IN', 'NN', 'NN', 'NN', 'PR', 'SC', 'PRP', 'VB', 'SC', 'JJ', 'JJ', 'IN', 'SC', 'JJ', 'VB', 'NNP', 'NNP', 'RB', 'NEG', 'MD', 'VB', 'IN', 'NN', 'NN', 'SC', 'JJ', 'MD', 'CC', 'NNP', 'VB', 'WH', 'SC', 'VB', 'IN', 'NN', 'NN', 'SC', 'PR', 'VB', 'IN', 'NNP', 'CC', 'NN', 'CC', 'SC', 'VB', 'NN', 'CC', 'NN', 'SC', 'VB', 'NN', 'SC', 'JJ']",472
4,120,"['Syaitan', 'itu', 'memberikan', 'janji-janji', 'kepada', 'mereka', 'dan', 'membangkitkan', 'angan-angan', 'kosong', 'pada', 'mereka', 'padahal', 'syaitan', 'itu', 'tidak', 'menjanjikan', 'kepada', 'mereka', 'selain', 'dari', 'tipuan', 'belaka']","['O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O', 'O+O']","['NN', 'PR', 'VB', 'NN', 'IN', 'PRP', 'CC', 'VB', 'NN', 'JJ', 'IN', 'PRP', 'CC', 'NN', 'PR', 'NEG', 'VB', 'IN', 'PRP', 'VB', 'IN', 'NN', 'SC']",613
