juz,no_ayat,word_list,pos_list,level_2,level_2,joint_tag
18,86,yang,SC,,,+
18,86,berlumpur,VB,,,+
18,86,hitam,JJ,,,+
18,86,dan,CC,,,+
18,86,dia,PRP,,,+
18,86,mendapati,VB,,,+
18,86,di,IN,,,+
18,86,situ,NN,,,+
18,86,segolongan,NN,,,+
18,86,umat,NN,,,+
18,86,Kami,PRP,,,+
18,86,berkata,VB,,,+
18,86,Hai,NNP,,,+
18,86,Dzulkarnain,NNP,,,+
18,86,kamu,NNP,,,+
18,86,boleh,MD,,,+
18,86,menyiksa,VB,,,+
18,86,atau,CC,,,+
18,86,boleh,MD,,,+
18,86,berbuat,VB,,,+
18,86,kebaikan,VB,,,+
18,86,terhadap,IN,,,+
18,86,mereka,PRP,,,+
18,87,Berkata,NNP,,,+
18,87,Dzulkarnain,NNP,,,+
18,87,Adapun,NNP,,,+
18,87,orang,NN,,,+
18,87,yang,SC,,,+
18,87,aniaya,VB,,,+
18,87,maka,SC,,,+
18,87,kami,PRP,,,+
18,87,kelak,VB,,,+
18,87,akan,MD,,,+
18,87,mengazabnya,RB,,,+
18,87,kemudian,CC,,,+
18,87,dia,PRP,,,+
18,87,kembalikan,VB,,,+
18,87,kepada,IN,,,+
18,87,Tuhannya,NNP,,,+
18,87,lalu,CC,,,+
18,87,Tuhan,NNP,,,+
18,87,mengazabnya,RB,,,+
18,87,dengan,IN,,,+
18,87,azab,NN,,,+
18,87,yang,SC,,,+
18,87,tidak,NEG,,,+
18,87,ada,VB,,,+
18,87,taranya,RB,,,+
18,88,Adapun,IN,,,+
18,88,orang-orang,NN,,,+
18,88,yang,SC,,,+
18,88,beriman,NN,,,+
18,88,dan,CC,,,+
18,88,beramal,JJ,,,+
18,88,saleh,VB,,,+
18,88,maka,SC,,,+
18,88,baginya,RB,,,+
18,88,pahala,VB,,,+
18,88,yang,SC,,,+
18,88,terbaik,JJ,,,+
18,88,sebagai,IN,,,+
18,88,balasan,NN,,,+
18,88,dan,CC,,,+
18,88,akan,MD,,,+
18,88,kami,PRP,,,+
18,88,titahkan,VB,,,+
18,88,kepadanya,NN,,,+
18,88,perintah,NN,,,+
18,88,yang,SC,,,+
18,88,mudah,JJ,,,+
18,88,dari,IN,,,+
18,88,perintah-perintah,NN,,,+
18,88,kami,PRP,,,+
18,89,Kemudian,CC,,,+
18,89,dia,PRP,,,+
18,89,menempuh,VB,,,+
18,89,jalan,NN,,,+
18,89,yang,SC,,,+
18,89,lain,JJ,,,+
18,90,Hingga,IN,,,+
18,90,apabila,SC,,,+
18,90,dia,PRP,,,+
18,90,telah,MD,,,+
18,90,sampai,VB,,,+
18,90,ke,IN,,,+
18,90,tempat,NN,,,+
18,90,terbit,NN,,,+
18,90,matahari,NN,,,+
18,90,sebelah,NN,,,+
18,90,Timur,NNP,,,+
18,90,dia,PRP,,,+
18,90,mendapati,VB,,,+
18,90,matahari,NN,,,+
18,90,itu,PR,,,+
18,90,menyinari,VB,,,+
18,90,segolongan,NN,,,+
18,90,umat,NN,,,+
18,90,yang,SC,,,+
18,90,Kami,PRP,,,+
18,90,tidak,NEG,,,+
18,90,menjadikan,VB,,,+
18,90,bagi,IN,,,+
18,90,mereka,PRP,,,+
18,90,sesuatu,CD,,,+
18,90,yang,SC,,,+
18,90,melindunginya,RB,,,+
18,90,dari,IN,,,+
18,90,cahaya,NN,,,+
18,90,matahari,NN,,,+
18,90,itu,PR,,,+
18,91,demikianlah,NN,,,+
18,91,dan,CC,,,+
18,91,sesungguhnya,RB,,,+
18,91,ilmu,VB,,,+
18,91,Kami,PRP,,,+
18,91,meliputi,VB,,,+
18,91,segala,CD,,,+
18,91,apa,WH,,,+
18,91,yang,SC,,,+
18,91,ada,VB,,,+
18,91,padanya,RB,,,+
18,92,Kemudian,CC,,,+
18,92,dia,PRP,,,+
18,92,menempuh,VB,,,+
18,92,suatu,CD,,,+
18,92,jalan,NN,,,+
18,92,yang,SC,,,+
18,92,lain,JJ,,,+
18,92,lagi,RB,,,+
18,93,Hingga,IN,,,+
18,93,apabila,SC,,,+
18,93,dia,PRP,,,+
18,93,telah,MD,,,+
18,93,sampai,VB,,,+
18,93,di,IN,,,+
18,93,antara,NN,,,+
18,93,dua,CD,,,+
18,93,buah,NND,,,+
18,93,gunung,NN,,,+
18,93,dia,PRP,,,+
18,93,mendapati,VB,,,+
18,93,di,IN,,,+
18,93,hadapan,NN,,,+
18,93,kedua,CD,,,+
18,93,bukit,NN,,,+
18,93,itu,PR,,,+
18,93,suatu,CD,,,+
18,93,kaum,NN,,,+
18,93,yang,SC,,,+
18,93,hampir,RB,,,+
18,93,tidak,NEG,,,+
18,93,mengerti,VB,,,+
18,93,pembicaraan,NN,,,+
18,94,Mereka,PRP,,,+
18,94,berkata,VB,,,+
18,94,Hai,NNP,,,+
18,94,Dzulkarnain,NNP,,,+
18,94,sesungguhnya,RB,,,+
18,94,Yajuj,NNP,,,+
18,94,dan,CC,,,+
18,94,Majuj,NNP,,,+
18,94,itu,PR,,,+
18,94,orang-orang,NN,,,+
18,94,yang,SC,,,+
18,94,membuat,VB,,,+
18,94,kerusakan,NN,,,+
18,94,di,IN,,,+
18,94,muka,NN,,,+
18,94,bumi,NN,,,+
18,94,maka,SC,,,+
18,94,dapatkah,VB,,,+
18,94,kami,PRP,,,+
18,94,memberikan,VB,,,+
18,94,sesuatu,CD,,,+
18,94,pembayaran,NN,,,+
18,94,kepadamu,NN,,,+
18,94,supaya,NN,,,+
18,94,kamu,NN,,,+
18,94,membuat,VB,,,+
18,94,dinding,NN,,,+
18,94,antara,IN,,,+
18,94,kami,PRP,,,+
18,94,dan,CC,,,+
18,94,mereka,PRP,,,+
18,95,Dzulkarnain,NNP,,,+
18,95,berkata,VB,,,+
18,95,Apa,WH,,,+
18,95,yang,SC,,,+
18,95,telah,MD,,,+
18,95,dikuasakan,VB,,,+
18,95,oleh,IN,,,+
18,95,Tuhanku,NNP,,,+
18,95,kepadaku,VB,,,+
18,95,terhadapnya,RB,,,+
18,95,adalah,VB,,,+
18,95,lebih,RB,,,+
18,95,baik,JJ,,,+
18,95,maka,SC,,,+
18,95,tolonglah,VB,,,+
18,95,aku,NN,,,+
18,95,dengan,IN,,,+
18,95,kekuatan,NN,,,+
18,95,manusia,NN,,,+
18,95,dan,CC,,,+
18,95,alat-alat,NN,,,+
18,95,agar,SC,,,+
18,95,aku,VB,,,+
18,95,membuatkan,VB,,,+
18,95,dinding,NN,,,+
18,95,antara,IN,,,+
18,95,kamu,NN,,,+
18,95,dan,CC,,,+
18,95,mereka,PRP,,,+
18,96,berilah,NN,,,+
18,96,aku,NN,,,+
18,96,potongan-potongan,NN,,,+
18,96,besi,NN,,,+
18,96,Hingga,NNP,,,+
18,96,apabila,SC,,,+
18,96,besi,NN,,,+
18,96,itu,PR,,,+
18,96,telah,MD,,,+
18,96,sama,JJ,,,+
18,96,rata,VB,,,+
18,96,dengan,IN,,,+
18,96,kedua,CD,,,+
18,96,puncak,NN,,,+
18,96,gunung,NN,,,+
18,96,itu,PR,,,+
18,96,berkatalah,VB,,,+
18,96,Dzulkarnain,NNP,,,+
18,96,Tiuplah,NNP,,,+
18,96,api,NN,,,+
18,96,itu,PR,,,+
18,96,Hingga,IN,,,+
18,96,apabila,SC,,,+
18,96,besi,NN,,,+
18,96,itu,PR,,,+
18,96,sudah,MD,,,+
18,96,menjadi,VB,,,+
18,96,merah,NN,,,+
18,96,seperti,IN,,,+
18,96,api,NN,,,+
18,96,diapun,SC,,,+
18,96,berkata,VB,,,+
18,96,Berilah,NNP,,,+
18,96,aku,VB,,,+
18,96,tembaga,NN,,,+
18,96,yang,SC,,,+
18,96,mendidih,VB,,,+
18,96,agar,SC,,,+
18,96,aku,VB,,,+
18,96,kutuangkan,VB,,,+
18,96,ke,IN,,,+
18,96,atas,NN,,,+
18,96,besi,NN,,,+
18,96,panas,JJ,,,+
18,96,itu,PR,,,+
18,97,Maka,SC,,,+
18,97,mereka,PRP,,,+
18,97,tidak,NEG,,,+
18,97,bisa,MD,,,+
18,97,mendakinya,RB,,,+
18,97,dan,CC,,,+
18,97,mereka,PRP,,,+
18,97,tidak,NEG,,,+
18,97,bisa,MD,,,+
18,97,pula,RB,,,+
18,97,melobanginya,RB,,,+
18,98,Dzulkarnain,IN,,,+
18,98,berkata,NN,,,+
18,98,Ini,PR,,,+
18,98,dinding,RB,,,+
18,98,adalah,VB,,,+
18,98,rahmat,NN,,,+
18,98,dari,IN,,,+
18,98,Tuhanku,NNP,,,+
18,98,maka,SC,,,+
18,98,apabila,SC,,,+
18,98,sudah,MD,,,+
18,98,datang,VB,,,+
18,98,janji,NN,,,+
18,98,Tuhanku,NNP,,,+
18,98,Dia,NNP,,,+
18,98,akan,MD,,,+
18,98,menjadikannya,RB,,,+
18,98,hancur,JJ,,,+
18,98,luluh,CD,,,+
18,98,dan,CC,,,+
18,98,janji,NN,,,+
18,98,Tuhanku,NN,,,+
18,98,itu,PR,,,+
18,98,adalah,VB,,,+
18,98,benar,JJ,,,+
18,99,Kami,PRP,,,+
18,99,biarkan,VB,,,+
18,99,mereka,PRP,,,+
18,99,di,IN,,,+
18,99,hari,NN,,,+
18,99,itu,PR,,,+
18,99,bercampur,VB,,,+
18,99,aduk,NN,,,+
18,99,antara,IN,,,+
18,99,satu,CD,,,+
18,99,dengan,IN,,,+
18,99,yang,SC,,,+
18,99,lain,JJ,,,+
18,99,kemudian,CC,,,+
18,99,ditiup,VB,,,+
18,99,lagi,RB,,,+
18,99,sangkakala,NN,,,+
18,99,lalu,CC,,,+
18,99,Kami,PRP,,,+
18,99,kumpulkan,VB,,,+
18,99,mereka,PRP,,,+
18,99,itu,PR,,,+
18,99,semuanya,RB,,,+
18,100,dan,CC,,,+
18,100,Kami,PRP,,,+
18,100,nampakkan,VB,,,+
18,100,Jahannam,NNP,,,+
18,100,pada,IN,,,+
18,100,hari,NN,,,+
18,100,itu,PR,,,+
18,100,kepada,IN,,,+
18,100,orang-orang,NN,,,+
18,100,kafir,NN,,,+
18,100,dengan,IN,,,+
18,100,jelas,JJ,,,+
18,101,yaitu,SC,,,+
18,101,orang-orang,NN,,,+
18,101,yang,SC,,,+
18,101,matanya,RB,,,+
18,101,dalam,IN,,,+
18,101,keadaan,NN,,,+
18,101,tertutup,VB,,,+
18,101,dari,IN,,,+
18,101,memperhatikan,VB,,,+
18,101,tanda-tanda,NN,,,+
18,101,kebesaran-Ku,NN,,,+
18,101,dan,CC,,,+
18,101,adalah,VB,,,+
18,101,mereka,PRP,,,+
18,101,tidak,NEG,,,+
18,101,sanggup,VB,,,+
18,101,mendengar,VB,,,+
18,102,maka,SC,,,+
18,102,apakah,WH,,,+
18,102,orang-orang,NN,,,+
18,102,kafir,NN,,,+
18,102,menyangka,NN,,,+
18,102,bahwa,SC,,,+
18,102,mereka,PRP,,,+
18,102,dapat,MD,,,+
18,102,mengambil,VB,,,+
18,102,hamba-hamba-Ku,NN,,,+
18,102,menjadi,VB,,,+
18,102,penolong,VB,,,+
18,102,selain,IN,,,+
18,102,Aku,NNP,,,+
18,102,Sesungguhnya,NNP,,,+
18,102,Kami,NNP,,,+
18,102,telah,MD,,,+
18,102,menyediakan,VB,,,+
18,102,neraka,SC,,,+
18,102,Jahannam,NNP,,,+
18,102,tempat,NN,,,+
18,102,tinggal,VB,,,+
18,102,bagi,IN,,,+
18,102,orang-orang,NN,,,+
18,102,kafir,NN,,,+
18,103,Katakanlah,NNP,,,+
18,103,Apakah,NNP,,,+
18,103,akan,MD,,,+
18,103,Kami,PRP,,,+
18,103,beritahukan,VB,,,+
18,103,kepadamu,NN,,,+
18,103,tentang,IN,,,+
18,103,orang-orang,NN,,,+
18,103,yang,SC,,,+
18,103,paling,RB,,,+
18,103,merugi,JJ,,,+
18,103,perbuatannya,RB,,,+
18,104,Yaitu,SC,,,+
18,104,orang-orang,NN,,,+
18,104,yang,SC,,,+
18,104,telah,MD,,,+
18,104,sia-sia,VB,,,+
18,104,perbuatannya,RB,,,+
18,104,dalam,IN,,,+
18,104,kehidupan,NN,,,+
18,104,dunia,NN,,,+
18,104,ini,PR,,,+
18,104,sedangkan,CC,,,+
18,104,mereka,PRP,,,+
18,104,menyangka,NN,,,+
18,104,bahwa,SC,,,+
18,104,mereka,PRP,,,+
18,104,berbuat,VB,,,+
18,104,sebaik-baiknya,RB,,,+
18,105,Mereka,PRP,,,+
18,105,itu,PR,,,+
18,105,orang-orang,NN,,,+
18,105,yang,SC,,,+
18,105,telah,MD,,,+
18,105,kufur,VB,,,+
18,105,terhadap,IN,,,+
18,105,ayat-ayat,NN,,,+
18,105,Tuhan,NN,,,+
18,105,mereka,PRP,,,+
18,105,dan,CC,,,+
18,105,kufur,NN,,,+
18,105,terhadap,IN,,,+
18,105,perjumpaan,NN,,,+
18,105,dengan,IN,,,+
18,105,Dia,NNP,,,+
18,105,maka,SC,,,+
18,105,hapuslah,VB,,,+
18,105,amalan-amalan,NN,,,+
18,105,mereka,PRP,,,+
18,105,dan,CC,,,+
18,105,Kami,PRP,,,+
18,105,tidak,NEG,,,+
18,105,mengadakan,VB,,,+
18,105,suatu,CD,,,+
18,105,penilaian,NN,,,+
18,105,bagi,IN,,,+
18,105,amalan,NN,,,+
18,105,mereka,PRP,,,+
18,105,pada,IN,,,+
18,105,hari,NN,,,+
18,105,kiamat,JJ,,,+
18,106,Demikianlah,NN,,,+
18,106,balasan,NN,,,+
18,106,mereka,PRP,,,+
18,106,itu,PR,,,+
18,106,neraka,SC,,,+
18,106,Jahannam,NNP,,,+
18,106,disebabkan,VB,,,+
18,106,kekafiran,NN,,,+
18,106,mereka,PRP,,,+
18,106,dan,CC,,,+
18,106,disebabkan,VB,,,+
18,106,mereka,PRP,,,+
18,106,menjadikan,VB,,,+
18,106,ayat-ayat-Ku,NN,,,+
18,106,dan,CC,,,+
18,106,rasul-rasul-Ku,NN,,,+
18,106,sebagai,IN,,,+
18,106,olok-olok,NN,,,+
18,107,Sesungguhnya,RB,,,+
18,107,orang-orang,NN,,,+
18,107,yang,SC,,,+
18,107,beriman,NN,,,+
18,107,dan,CC,,,+
18,107,beramal,JJ,,,+
18,107,saleh,VB,,,+
18,107,bagi,IN,,,+
18,107,mereka,PRP,,,+
18,107,adalah,VB,,,+
18,107,surga,NN,,,+
18,107,Firdaus,NNP,,,+
18,107,menjadi,VB,,,+
18,107,tempat,NN,,,+
18,107,tinggal,VB,,,+
18,108,mereka,PRP,,,+
18,108,kekal,VB,,,+
18,108,di,IN,,,+
18,108,dalamnya,NN,,,+
18,108,mereka,PRP,,,+
18,108,tidak,NEG,,,+
18,108,ingin,RB,,,+
18,108,berpindah,VB,,,+
18,108,dari,IN,,,+
18,108,padanya,RB,,,+
18,109,Katakanlah,NNP,,,+
18,109,Sekiranya,NNP,,,+
18,109,lautan,NN,,,+
18,109,menjadi,VB,,,+
18,109,tinta,VB,,,+
18,109,untuk,SC,,,+
18,109,menulis,VB,,,+
18,109,kalimat-kalimat,NN,,,+
18,109,Tuhanku,NNP,,,+
18,109,sungguh,RB,,,+
18,109,habislah,VB,,,+
18,109,lautan,NN,,,+
18,109,itu,PR,,,+
18,109,sebelum,SC,,,+
18,109,habis,VB,,,+
18,109,ditulis,NN,,,+
18,109,kalimat-kalimat,NN,,,+
18,109,Tuhanku,NNP,,,+
18,109,meskipun,SC,,,+
18,109,Kami,PRP,,,+
18,109,datangkan,VB,,,+
18,109,tambahan,NN,,,+
18,109,sebanyak,CD,,,+
18,109,itu,PR,,,+
18,109,pula,RB,,,+
18,110,Katakanlah,NNP,,,+
18,110,Sesungguhnya,NNP,,,+
18,110,aku,NN,,,+
18,110,ini,PR,,,+
18,110,manusia,NN,,,+
18,110,biasa,JJ,,,+
18,110,seperti,IN,,,+
18,110,kamu,NN,,,+
18,110,yang,SC,,,+
18,110,diwahyukan,VB,,,+
18,110,kepadaku,NN,,,+
18,110,Bahwa,SC,,,+
18,110,sesungguhnya,RB,,,+
18,110,Tuhan,NN,,,+
18,110,kamu,NN,,,+
18,110,itu,PR,,,+
18,110,adalah,VB,,,+
18,110,Tuhan,NN,,,+
18,110,yang,SC,,,+
18,110,Esa,NNP,,,+
18,110,Barangsiapa,NNP,,,+
18,110,mengharap,VB,,,+
18,110,perjumpaan,NN,,,+
18,110,dengan,IN,,,+
18,110,Tuhannya,NNP,,,+
18,110,maka,SC,,,+
18,110,hendaklah,VB,,,+
18,110,ia,PRP,,,+
18,110,mengerjakan,VB,,,+
18,110,amal,NN,,,+
18,110,yang,SC,,,+
18,110,saleh,VB,,,+
18,110,dan,CC,,,+
18,110,janganlah,NN,,,+
18,110,ia,PRP,,,+
18,110,mempersekutukan,VB,,,+
18,110,seorangpun,SC,,,+
18,110,dalam,IN,,,+
18,110,beribadat,NN,,,+
18,110,kepada,IN,,,+
18,110,Tuhannya,NNP,,,+
19,1,Kaaf,NNP,,,+
19,1,Haa,NNP,,,+
19,1,Yaa,NNP,,,+
19,1,Ain,NNP,,,+
19,1,Shaad,NNP,,,+
19,2,Yang,SC,,,+
19,2,dibacakan,VB,,,+
19,2,ini,PR,,,+
19,2,adalah,VB,,,+
19,2,penjelasan,NN,,,+
19,2,tentang,IN,,,+
19,2,rahmat,NN,,,+
19,2,Tuhan,NN,,,+
19,2,kamu,NN,,,+
19,2,kepada,IN,,,+
19,2,hamba-Nya,NN,,,+
19,2,Zakaria,NNP,,,+
19,3,yaitu,SC,,,+
19,3,tatkala,NN,,,+
19,3,ia,PRP,,,+
19,3,berdoa,VB,,,+
19,3,kepada,IN,,,+
19,3,Tuhannya,NNP,,,+
19,3,dengan,IN,,,+
19,3,suara,NN,,,+
19,3,yang,SC,,,+
19,3,lembut,VB,,,+
19,4,Ia,PRP,,,+
19,4,berkata,VB,,,+
19,4,Ya,NNP,,,+
19,4,Tuhanku,NNP,,,+
19,4,sesungguhnya,RB,,,+
19,4,tulangku,VB,,,+
19,4,telah,MD,,,+
19,4,lemah,JJ,,,+
19,4,dan,CC,,,+
19,4,kepalaku,NN,,,+
19,4,telah,MD,,,+
19,4,ditumbuhi,VB,,,+
19,4,uban,NN,,,+
19,4,dan,CC,,,+
19,4,aku,NN,,,+
19,4,belum,NEG,,,+
19,4,pernah,MD,,,+
19,4,kecewa,VB,,,+
19,4,dalam,IN,,,+
19,4,berdoa,NN,,,+
19,4,kepada,IN,,,+
19,4,Engkau,NNP,,,+
19,4,ya,NNP,,,+
19,4,Tuhanku,NNP,,,+
19,5,Dan,CC,,,+
19,5,sesungguhnya,RB,,,+
19,5,aku,VB,,,+
19,5,khawatir,JJ,,,+
19,5,terhadap,IN,,,+
19,5,mawaliku,NN,,,+
19,5,sepeninggalku,NN,,,+
19,5,sedang,MD,,,+
19,5,isteriku,VB,,,+
19,5,adalah,VB,,,+
19,5,seorang,NND,,,+
19,5,yang,SC,,,+
19,5,mandul,VB,,,+
19,5,maka,SC,,,+
19,5,anugerahilah,VB,,,+
19,5,aku,NN,,,+
19,5,dari,IN,,,+
19,5,sisi,NN,,,+
19,5,Engkau,NNP,,,+
19,5,seorang,NND,,,+
19,5,putera,NN,,,+
19,6,yang,SC,,,+
19,6,akan,MD,,,+
19,6,mewarisi,VB,,,+
19,6,aku,NN,,,+
19,6,dan,CC,,,+
19,6,mewarisi,NN,,,+
19,6,sebahagian,NN,,,+
19,6,keluarga,NN,,,+
19,6,Yaqub,NNP,,,+
19,6,dan,CC,,,+
19,6,jadikanlah,NN,,,+
19,6,ia,PRP,,,+
19,6,ya,VB,,,+
19,6,Tuhanku,NNP,,,+
19,6,seorang,NND,,,+
19,6,yang,SC,,,+
19,6,diridhai,VB,,,+
19,7,Hai,NNP,,,+
19,7,Zakaria,NNP,,,+
19,7,sesungguhnya,RB,,,+
19,7,Kami,PRP,,,+
19,7,memberi,VB,,,+
19,7,kabar,NN,,,+
19,7,gembira,NN,,,+
19,7,kepadamu,NN,,,+
19,7,akan,MD,,,+
19,7,beroleh,VB,,,+
19,7,seorang,NND,,,+
19,7,anak,NN,,,+
19,7,yang,SC,,,+
19,7,namanya,VB,,,+
19,7,Yahya,NNP,,,+
19,7,yang,SC,,,+
19,7,sebelumnya,SC,,,+
19,7,Kami,PRP,,,+
19,7,belum,NEG,,,+
19,7,pernah,MD,,,+
19,7,menciptakan,VB,,,+
19,7,orang,NN,,,+
19,7,yang,SC,,,+
19,7,serupa,VB,,,+
19,7,dengan,IN,,,+
19,7,dia,PRP,,,+
19,8,Zakaria,NNP,,,+
19,8,berkata,VB,,,+
19,8,Ya,NNP,,,+
19,8,Tuhanku,NNP,,,+
19,8,bagaimana,WH,,,+
19,8,akan,MD,,,+
19,8,ada,VB,,,+
19,8,anak,NN,,,+
19,8,bagiku,NN,,,+
19,8,padahal,CC,,,+
19,8,isteriku,NN,,,+
19,8,adalah,VB,,,+
19,8,seorang,NND,,,+
19,8,yang,SC,,,+
19,8,mandul,VB,,,+
19,8,dan,CC,,,+
19,8,aku,NN,,,+
19,8,sendiri,NN,,,+
19,8,sesungguhnya,RB,,,+
19,8,sudah,MD,,,+
19,8,mencapai,VB,,,+
19,8,umur,NN,,,+
19,8,yang,SC,,,+
19,8,sangat,RB,,,+
19,8,tua,JJ,,,+
19,9,Tuhan,NN,,,+
19,9,berfirman,NN,,,+
19,9,Demikianlah,NNP,,,+
19,9,Tuhan,NNP,,,+
19,9,berfirman,NN,,,+
19,9,Hal,NN,,,+
19,9,itu,PR,,,+
19,9,adalah,VB,,,+
19,9,mudah,JJ,,,+
19,9,bagi-Ku,NN,,,+
19,9,dan,CC,,,+
19,9,sesunguhnya,RB,,,+
19,9,telah,MD,,,+
19,9,Aku,NNP,,,+
19,9,ciptakan,VB,,,+
19,9,kamu,NN,,,+
19,9,sebelum,SC,,,+
19,9,itu,PR,,,+
19,9,padahal,CC,,,+
19,9,kamu,NN,,,+
19,9,di,IN,,,+
19,9,waktu,NN,,,+
19,9,itu,PR,,,+
19,9,belum,NEG,,,+
19,9,ada,VB,,,+
19,9,sama,JJ,,,+
19,9,sekali,RB,,,+
19,10,Zakaria,NNP,,,+
19,10,berkata,VB,,,+
19,10,Ya,NNP,,,+
19,10,Tuhanku,NNP,,,+
19,10,berilah,VB,,,+
19,10,aku,NN,,,+
19,10,suatu,CD,,,+
19,10,tanda,NN,,,+
19,10,Tuhan,NNP,,,+
19,10,berfirman,NNP,,,+
19,10,Tanda,NNP,,,+
19,10,bagimu,VB,,,+
19,10,ialah,VB,,,+
19,10,bahwa,SC,,,+
19,10,kamu,VB,,,+
19,10,tidak,NEG,,,+
19,10,dapat,MD,,,+
19,10,bercakap-cakap,VB,,,+
19,10,dengan,IN,,,+
19,10,manusia,NN,,,+
19,10,selama,IN,,,+
19,10,tiga,CD,,,+
19,10,malam,NN,,,+
19,10,padahal,CC,,,+
19,10,kamu,NN,,,+
19,10,sehat,JJ,,,+
19,11,Maka,SC,,,+
19,11,ia,PRP,,,+
19,11,keluar,VB,,,+
19,11,dari,IN,,,+
19,11,mihrab,NN,,,+
19,11,menuju,VB,,,+
19,11,kaumnya,NN,,,+
19,11,lalu,CC,,,+
19,11,ia,PRP,,,+
19,11,memberi,VB,,,+
19,11,isyarat,NN,,,+
19,11,kepada,IN,,,+
19,11,mereka,PRP,,,+
19,11,hendaklah,VB,,,+
19,11,kamu,NN,,,+
19,11,bertasbih,RB,,,+
19,11,di,IN,,,+
19,11,waktu,NN,,,+
19,11,pagi,NN,,,+
19,11,dan,CC,,,+
19,11,petang,NN,,,+
19,12,Hai,NNP,,,+
19,12,Yahya,NNP,,,+
19,12,ambillah,NNP,,,+
19,12,Al,NNP,,,+
19,12,Kitab,NNP,,,+
19,12,Taurat,NNP,,,+
19,12,itu,PR,,,+
19,12,dengan,SC,,,+
19,12,sungguh-sungguh,VB,,,+
19,12,Dan,NN,,,+
19,12,kami,PRP,,,+
19,12,berikan,VB,,,+
19,12,kepadanya,RB,,,+
19,12,hikmah,VB,,,+
19,12,selagi,NN,,,+
19,12,ia,PRP,,,+
19,12,masih,MD,,,+
19,12,kanak-kanak,VB,,,+
19,13,dan,CC,,,+
19,13,rasa,NN,,,+
19,13,belas,NN,,,+
19,13,kasihan,NN,,,+
19,13,yang,SC,,,+
19,13,mendalam,VB,,,+
19,13,dari,IN,,,+
19,13,sisi,NN,,,+
19,13,Kami,PRP,,,+
19,13,dan,CC,,,+
19,13,kesucian,NN,,,+
19,13,dan,CC,,,+
19,13,dosa,NN,,,+
19,13,Dan,CC,,,+
19,13,ia,PRP,,,+
19,13,adalah,VB,,,+
19,13,seorang,NND,,,+
19,13,yang,SC,,,+
19,13,bertakwa,VB,,,+
19,14,dan,CC,,,+
19,14,seorang,NND,,,+
19,14,yang,SC,,,+
19,14,berbakti,VB,,,+
19,14,kepada,IN,,,+
19,14,kedua,CD,,,+
19,14,orang,NN,,,+
19,14,tuanya,NN,,,+
19,14,dan,CC,,,+
19,14,bukanlah,NN,,,+
19,14,ia,PRP,,,+
19,14,orang,NN,,,+
19,14,yang,SC,,,+
19,14,sombong,VB,,,+
19,14,lagi,RB,,,+
19,14,durhaka,SC,,,+
19,15,Kesejahteraan,NN,,,+
19,15,atas,IN,,,+
19,15,dirinya,NN,,,+
19,15,pada,IN,,,+
19,15,hari,NN,,,+
19,15,ia,PRP,,,+
19,15,dilahirkan,VB,,,+
19,15,dan,CC,,,+
19,15,pada,IN,,,+
19,15,hari,NN,,,+
19,15,ia,PRP,,,+
19,15,meninggal,VB,,,+
19,15,dan,CC,,,+
19,15,pada,IN,,,+
19,15,hari,NN,,,+
19,15,ia,PRP,,,+
19,15,dibangkitkan,VB,,,+
19,15,hidup,NN,,,+
19,15,kembali,VB,,,+
19,16,Dan,CC,,,+
19,16,ceritakanlah,NN,,,+
19,16,kisah,NN,,,+
19,16,Maryam,NNP,,,+
19,16,di,IN,,,+
19,16,dalam,IN,,,+
19,16,Al,NNP,,,+
19,16,Quran,NNP,,,+
19,16,yaitu,SC,,,+
19,16,ketika,SC,,,+
19,16,ia,PRP,,,+
19,16,menjauhkan,VB,,,+
19,16,diri,NN,,,+
19,16,dari,IN,,,+
19,16,keluarganya,NN,,,+
19,16,ke,IN,,,+
19,16,suatu,CD,,,+
19,16,tempat,NN,,,+
19,16,di,IN,,,+
19,16,sebelah,NN,,,+
19,16,timur,NN,,,+
19,17,maka,SC,,,+
19,17,ia,PRP,,,+
19,17,mengadakan,VB,,,+
19,17,tabir,NN,,,+
19,17,yang,SC,,,+
19,17,melindunginya,RB,,,+
19,17,dari,IN,,,+
19,17,mereka,PRP,,,+
19,17,lalu,CC,,,+
19,17,Kami,PRP,,,+
19,17,mengutus,VB,,,+
19,17,roh,NN,,,+
19,17,Kami,PRP,,,+
19,17,kepadanya,RB,,,+
19,17,maka,SC,,,+
19,17,ia,PRP,,,+
19,17,menjelma,VB,,,+
19,17,di,IN,,,+
19,17,hadapannya,NN,,,+
19,17,dalam,IN,,,+
19,17,bentuk,NN,,,+
19,17,manusia,NN,,,+
19,17,yang,SC,,,+
19,17,sempurna,VB,,,+
19,18,Maryam,NNP,,,+
19,18,berkata,VB,,,+
19,18,Sesungguhnya,RB,,,+
19,18,aku,VB,,,+
19,18,berlindung,VB,,,+
19,18,dari,IN,,,+
19,18,padamu,NN,,,+
19,18,kepada,IN,,,+
19,18,Tuhan,NNP,,,+
19,18,Yang,NNP,,,+
19,18,Maha,NNP,,,+
19,18,pemurah,NN,,,+
19,18,jika,SC,,,+
19,18,kamu,VB,,,+
19,18,seorang,NND,,,+
19,18,yang,SC,,,+
19,18,bertakwa,VB,,,+
19,19,Ia,PRP,,,+
19,19,jibril,VB,,,+
19,19,berkata,VB,,,+
19,19,Sesungguhnya,NN,,,+
19,19,aku,NN,,,+
